"unique_id","population_count","measure_id","data_value","short_question_text"
"3651000-36047010800",5280,"CHECKUP",67.1,"Annual Checkup"
"3651000-36047011000",2441,"CHECKUP",66.7,"Annual Checkup"
"3651000-36047011200",6436,"CHECKUP",68.3,"Annual Checkup"
"3651000-36047011400",3976,"CHECKUP",70.4,"Annual Checkup"
"3651000-36047011600",4816,"CHECKUP",68.1,"Annual Checkup"
"3651000-36047011700",2364,"CHECKUP",68.3,"Annual Checkup"
"3651000-36047011800",2253,"CHECKUP",66.6,"Annual Checkup"
"3651000-36047011900",1530,"CHECKUP",67.4,"Annual Checkup"
"3651000-36047012000",1268,"CHECKUP",67.9,"Annual Checkup"
"3651000-36047012100",1619,"CHECKUP",67.7,"Annual Checkup"
"3651000-36047012200",5339,"CHECKUP",66.2,"Annual Checkup"
"3651000-36047012600",2652,"CHECKUP",69,"Annual Checkup"
"3651000-36047012700",3507,"CHECKUP",71.8,"Annual Checkup"
"3651000-36047012801",2117,"CHECKUP",70.8,"Annual Checkup"
"3651000-36047012901",2159,"CHECKUP",69.1,"Annual Checkup"
"3651000-36047012902",1964,"CHECKUP",69.2,"Annual Checkup"
"3651000-36047013000",4792,"CHECKUP",69.1,"Annual Checkup"
"3651000-36047013100",3828,"CHECKUP",69.7,"Annual Checkup"
"3651000-36047013200",2239,"CHECKUP",69.9,"Annual Checkup"
"3651000-36047013300",3730,"CHECKUP",69.9,"Annual Checkup"
"3651000-36047013400",3907,"CHECKUP",71,"Annual Checkup"
"3651000-36047013500",3596,"CHECKUP",69.4,"Annual Checkup"
"3651000-36047013600",3927,"CHECKUP",70.5,"Annual Checkup"
"3651000-36047013700",3057,"CHECKUP",70.3,"Annual Checkup"
"3651000-36047013800",3168,"CHECKUP",70.5,"Annual Checkup"
"3651000-36047013900",3481,"CHECKUP",70.2,"Annual Checkup"
"3651000-36047014000",1826,"CHECKUP",72.6,"Annual Checkup"
"3651000-36047014100",3017,"CHECKUP",68.3,"Annual Checkup"
"3651000-36047014200",3223,"CHECKUP",70.9,"Annual Checkup"
"3651000-36047014300",3487,"CHECKUP",67.4,"Annual Checkup"
"3651000-36047014500",4179,"CHECKUP",67,"Annual Checkup"
"3651000-36047014700",2084,"CHECKUP",67.5,"Annual Checkup"
"3651000-36047014800",1209,"CHECKUP",74.2,"Annual Checkup"
"3651000-36047014900",4976,"CHECKUP",68.9,"Annual Checkup"
"3651000-36047015000",1574,"CHECKUP",74.4,"Annual Checkup"
"3651000-36047015100",3578,"CHECKUP",70.2,"Annual Checkup"
"3651000-36047015200",2309,"CHECKUP",73.1,"Annual Checkup"
"3651000-36047015300",3041,"CHECKUP",72.2,"Annual Checkup"
"3651000-36047015500",3272,"CHECKUP",71.7,"Annual Checkup"
"3651000-36047015700",4135,"CHECKUP",71.9,"Annual Checkup"
"3651000-36047015900",5036,"CHECKUP",72.1,"Annual Checkup"
"3651000-36047016000",4217,"CHECKUP",69.5,"Annual Checkup"
"3651000-36047016100",3075,"CHECKUP",70.1,"Annual Checkup"
"3651000-36047016200",2082,"CHECKUP",72.5,"Annual Checkup"
"3651000-36047016300",2991,"CHECKUP",71.9,"Annual Checkup"
"3651000-36047016400",764,"CHECKUP",68.9,"Annual Checkup"
"3651000-36047016500",5141,"CHECKUP",73.1,"Annual Checkup"
"3651000-36047016600",2059,"CHECKUP",74.4,"Annual Checkup"
"3651000-36047016700",4638,"CHECKUP",71.1,"Annual Checkup"
"3651000-36047016800",1510,"CHECKUP",74.3,"Annual Checkup"
"3651000-36047016900",4497,"CHECKUP",71.5,"Annual Checkup"
"3651000-36047017000",3254,"CHECKUP",72.2,"Annual Checkup"
"3651000-36047017100",3749,"CHECKUP",72.2,"Annual Checkup"
"3651000-36047017200",2931,"CHECKUP",72.5,"Annual Checkup"
"3651000-36047017400",1793,"CHECKUP",73.1,"Annual Checkup"
"3651000-36047017600",2295,"CHECKUP",70.5,"Annual Checkup"
"3651000-36047017800",2898,"CHECKUP",71.1,"Annual Checkup"
"3651000-36047017900",3624,"CHECKUP",77.5,"Annual Checkup"
"3651000-36047018000",3193,"CHECKUP",69.7,"Annual Checkup"
"3651000-36047018100",3936,"CHECKUP",71.3,"Annual Checkup"
"3651000-36047018200",3163,"CHECKUP",70.5,"Annual Checkup"
"3651000-36047018300",2500,"CHECKUP",69.5,"Annual Checkup"
"3651000-36047018400",2002,"CHECKUP",72.8,"Annual Checkup"
"3651000-36047018501",3827,"CHECKUP",74.5,"Annual Checkup"
"3651000-36047018600",2124,"CHECKUP",71.8,"Annual Checkup"
"3651000-36047018700",1411,"CHECKUP",69.8,"Annual Checkup"
"3651000-36047018800",2640,"CHECKUP",71.8,"Annual Checkup"
"3651000-36047019000",4782,"CHECKUP",68.6,"Annual Checkup"
"3651000-36047019100",2332,"CHECKUP",69.7,"Annual Checkup"
"3651000-36047019200",2772,"CHECKUP",68.1,"Annual Checkup"
"3651000-36047019300",5628,"CHECKUP",74.1,"Annual Checkup"
"3651000-36047019400",3305,"CHECKUP",69,"Annual Checkup"
"3651000-36047019500",3366,"CHECKUP",74,"Annual Checkup"
"3651000-36047019600",4353,"CHECKUP",70.2,"Annual Checkup"
"3651000-36047019700",3313,"CHECKUP",73.8,"Annual Checkup"
"3651000-36047019800",1702,"CHECKUP",71.7,"Annual Checkup"
"3651000-36047019900",2929,"CHECKUP",73.3,"Annual Checkup"
"3651000-36047020000",2265,"CHECKUP",70,"Annual Checkup"
"3651000-36047020100",3421,"CHECKUP",72.6,"Annual Checkup"
"3651000-36047020200",1874,"CHECKUP",73.2,"Annual Checkup"
"3651000-36047020300",1697,"CHECKUP",70.8,"Annual Checkup"
"3651000-36047020400",1708,"CHECKUP",73,"Annual Checkup"
"3651000-36047020500",2469,"CHECKUP",70.5,"Annual Checkup"
"3651000-36047020600",2220,"CHECKUP",72.1,"Annual Checkup"
"3651000-36047020700",4310,"CHECKUP",72.7,"Annual Checkup"
"3651000-36047020800",3048,"CHECKUP",71.2,"Annual Checkup"
"3651000-36047021000",3968,"CHECKUP",70,"Annual Checkup"
"3651000-36047021100",1210,"CHECKUP",73.7,"Annual Checkup"
"3651000-36047021200",4643,"CHECKUP",68.1,"Annual Checkup"
"3651000-36047021300",4205,"CHECKUP",77.6,"Annual Checkup"
"3651000-36047021400",2152,"CHECKUP",67.3,"Annual Checkup"
"3651000-36047021500",5307,"CHECKUP",73.4,"Annual Checkup"
"3651000-36047021600",4015,"CHECKUP",68.1,"Annual Checkup"
"3651000-36047021700",3597,"CHECKUP",75.2,"Annual Checkup"
"3651000-36047021800",3761,"CHECKUP",67.6,"Annual Checkup"
"3651000-36047021900",3595,"CHECKUP",75.3,"Annual Checkup"
"3651000-36047022000",4939,"CHECKUP",67.6,"Annual Checkup"
"3651000-36047022100",3609,"CHECKUP",73.8,"Annual Checkup"
"3651000-36047022200",4693,"CHECKUP",67.6,"Annual Checkup"
"3651000-36047022400",5486,"CHECKUP",66.5,"Annual Checkup"
"3651000-36047022600",2516,"CHECKUP",64.4,"Annual Checkup"
"3651000-36047022700",3454,"CHECKUP",76,"Annual Checkup"
"3651000-36047022800",3306,"CHECKUP",66.6,"Annual Checkup"
"3651000-36047022900",3395,"CHECKUP",74.3,"Annual Checkup"
"3651000-36047023000",4515,"CHECKUP",65.6,"Annual Checkup"
"3651000-36047023100",3025,"CHECKUP",73.5,"Annual Checkup"
"3651000-36047023200",5699,"CHECKUP",67.5,"Annual Checkup"
"3651000-36047023300",5061,"CHECKUP",74.2,"Annual Checkup"
"3651000-36047023400",5059,"CHECKUP",68.6,"Annual Checkup"
"3651000-36047023500",3928,"CHECKUP",64.8,"Annual Checkup"
"3651000-36047023600",5600,"CHECKUP",68.4,"Annual Checkup"
"3651000-36047023800",4590,"CHECKUP",69.6,"Annual Checkup"
"3651000-36047024000",4693,"CHECKUP",68.8,"Annual Checkup"
"3651000-36047024100",2229,"CHECKUP",70.4,"Annual Checkup"
"3651000-36047024200",2984,"CHECKUP",66.9,"Annual Checkup"
"3651000-36047024300",3786,"CHECKUP",75.5,"Annual Checkup"
"3651000-36047024400",3238,"CHECKUP",68.7,"Annual Checkup"
"3651000-36047024500",3946,"CHECKUP",76.6,"Annual Checkup"
"3651000-36047024600",3256,"CHECKUP",70.1,"Annual Checkup"
"3651000-36047024700",2316,"CHECKUP",76,"Annual Checkup"
"3651000-36047024800",2698,"CHECKUP",70.2,"Annual Checkup"
"3651000-36047024900",3823,"CHECKUP",77.3,"Annual Checkup"
"3651000-36047025000",1722,"CHECKUP",70.4,"Annual Checkup"
"3651000-36047025100",3816,"CHECKUP",75.7,"Annual Checkup"
"3651000-36047025200",4786,"CHECKUP",71.2,"Annual Checkup"
"3651000-36047025300",2754,"CHECKUP",75.4,"Annual Checkup"
"3651000-36047025400",3500,"CHECKUP",70.6,"Annual Checkup"
"3651000-36047025500",5102,"CHECKUP",73.1,"Annual Checkup"
"3651000-36047025600",3058,"CHECKUP",72,"Annual Checkup"
"3651000-36047025700",2131,"CHECKUP",70.5,"Annual Checkup"
"3651000-36047025800",4597,"CHECKUP",70.2,"Annual Checkup"
"3651000-36047025901",2010,"CHECKUP",69.8,"Annual Checkup"
"3651000-36047025902",3419,"CHECKUP",72.9,"Annual Checkup"
"3651000-36047026000",3649,"CHECKUP",70.8,"Annual Checkup"
"3651000-36047026100",4917,"CHECKUP",74.7,"Annual Checkup"
"3651000-36047026200",2374,"CHECKUP",71.2,"Annual Checkup"
"3651000-36047026300",1868,"CHECKUP",76.9,"Annual Checkup"
"3651000-36047026400",4592,"CHECKUP",68.8,"Annual Checkup"
"3651000-36047026500",3838,"CHECKUP",76.8,"Annual Checkup"
"3651000-36047026600",3733,"CHECKUP",70.9,"Annual Checkup"
"3651000-36047026700",3920,"CHECKUP",79.2,"Annual Checkup"
"3651000-36047026800",4188,"CHECKUP",70.7,"Annual Checkup"
"3651000-36047026900",2770,"CHECKUP",78.1,"Annual Checkup"
"3651000-36047027000",2449,"CHECKUP",72.8,"Annual Checkup"
"3651000-36047027100",2471,"CHECKUP",79.2,"Annual Checkup"
"3651000-36047027200",3480,"CHECKUP",70.7,"Annual Checkup"
"3651000-36047027300",2813,"CHECKUP",78.5,"Annual Checkup"
"3651000-36047027400",3028,"CHECKUP",71.1,"Annual Checkup"
"3651000-36047027500",4180,"CHECKUP",77.8,"Annual Checkup"
"3651000-36047027600",3694,"CHECKUP",69.7,"Annual Checkup"
"3651000-36047027700",3945,"CHECKUP",77.7,"Annual Checkup"
"3651000-36047027800",3220,"CHECKUP",70.1,"Annual Checkup"
"3651000-36047027900",3674,"CHECKUP",78.6,"Annual Checkup"
"3651000-36047028000",1761,"CHECKUP",71,"Annual Checkup"
"3651000-36047028100",4193,"CHECKUP",73.9,"Annual Checkup"
"3651000-36047028200",2943,"CHECKUP",72,"Annual Checkup"
"3651000-36047028300",4097,"CHECKUP",73.5,"Annual Checkup"
"3651000-36047028400",4003,"CHECKUP",70,"Annual Checkup"
"3651000-36047028501",428,"CHECKUP",66.2,"Annual Checkup"
"3651000-36047028502",2802,"CHECKUP",74.8,"Annual Checkup"
"3651000-36047028600",4814,"CHECKUP",72.8,"Annual Checkup"
"3651000-36047028700",2991,"CHECKUP",72.5,"Annual Checkup"
"3651000-36047028800",3458,"CHECKUP",71.1,"Annual Checkup"
"3651000-36047028900",3538,"CHECKUP",75.2,"Annual Checkup"
"3651000-36047029000",3920,"CHECKUP",72.4,"Annual Checkup"
"3651000-36047029100",3101,"CHECKUP",78.3,"Annual Checkup"
"3651000-36047029200",2539,"CHECKUP",70.8,"Annual Checkup"
"3651000-36047029300",3106,"CHECKUP",79.3,"Annual Checkup"
"3651000-36047029400",2321,"CHECKUP",75.2,"Annual Checkup"
"3651000-36047029500",3425,"CHECKUP",78.8,"Annual Checkup"
"3651000-36047029600",5546,"CHECKUP",71.8,"Annual Checkup"
"3651000-36047029700",3344,"CHECKUP",79,"Annual Checkup"
"3651000-36047029800",3717,"CHECKUP",70.4,"Annual Checkup"
"3651000-36047029900",2579,"CHECKUP",74.7,"Annual Checkup"
"3651000-36047030000",4120,"CHECKUP",71,"Annual Checkup"
"3651000-36047030100",2750,"CHECKUP",78,"Annual Checkup"
"3651000-36047030200",4214,"CHECKUP",72,"Annual Checkup"
"3651000-36047030300",4458,"CHECKUP",76.6,"Annual Checkup"
"3651000-36047030400",4281,"CHECKUP",72.9,"Annual Checkup"
"3651000-36047030500",5549,"CHECKUP",72.1,"Annual Checkup"
"3651000-36047030600",2005,"CHECKUP",70.9,"Annual Checkup"
"3651000-36047030700",4544,"CHECKUP",78.4,"Annual Checkup"
"3651000-36047030800",1949,"CHECKUP",72.8,"Annual Checkup"
"3651000-36047030900",1754,"CHECKUP",77.2,"Annual Checkup"
"3651000-36047031100",2833,"CHECKUP",77.7,"Annual Checkup"
"3651000-36047031300",4648,"CHECKUP",79.4,"Annual Checkup"
"3651000-36047031400",4544,"CHECKUP",74.1,"Annual Checkup"
"3651000-36047031500",5175,"CHECKUP",77.2,"Annual Checkup"
"3651000-36047031701",3433,"CHECKUP",78.2,"Annual Checkup"
"3651000-36047031702",3363,"CHECKUP",76.6,"Annual Checkup"
"3651000-36047031900",3508,"CHECKUP",77.7,"Annual Checkup"
"3651000-36047032100",5001,"CHECKUP",77.5,"Annual Checkup"
"3651000-36047032300",3554,"CHECKUP",78.6,"Annual Checkup"
"3651000-36047032500",6405,"CHECKUP",78.9,"Annual Checkup"
"3651000-36047032600",6948,"CHECKUP",73.6,"Annual Checkup"
"3651000-36047032700",2924,"CHECKUP",77.2,"Annual Checkup"
"3651000-36047032800",3138,"CHECKUP",75.1,"Annual Checkup"
"3651000-36047032900",5582,"CHECKUP",77.4,"Annual Checkup"
"3651000-36047033000",4587,"CHECKUP",75.9,"Annual Checkup"
"3651000-36047033100",4520,"CHECKUP",73.4,"Annual Checkup"
"3651000-36047033300",4085,"CHECKUP",72.7,"Annual Checkup"
"3651000-36047033500",3139,"CHECKUP",72.5,"Annual Checkup"
"3651000-36047033600",4759,"CHECKUP",73,"Annual Checkup"
"3651000-36047033700",4105,"CHECKUP",74.4,"Annual Checkup"
"3651000-36047033900",4376,"CHECKUP",79.3,"Annual Checkup"
"3651000-36047034000",2248,"CHECKUP",80.5,"Annual Checkup"
"3651000-36047034100",2607,"CHECKUP",79.4,"Annual Checkup"
"3651000-36047034200",6502,"CHECKUP",78,"Annual Checkup"
"3651000-36047034300",5281,"CHECKUP",77.4,"Annual Checkup"
"3651000-36047034500",2647,"CHECKUP",79,"Annual Checkup"
"3651000-36047034700",3228,"CHECKUP",78.1,"Annual Checkup"
"3651000-36047034800",2537,"CHECKUP",66.6,"Annual Checkup"
"3651000-36047034900",5403,"CHECKUP",78.2,"Annual Checkup"
"3651000-36047035000",3296,"CHECKUP",75.8,"Annual Checkup"
"3651000-36047035100",4597,"CHECKUP",77.1,"Annual Checkup"
"3651000-36047035200",1246,"CHECKUP",82.7,"Annual Checkup"
"3651000-36047035300",5161,"CHECKUP",77.4,"Annual Checkup"
"3651000-36047035400",6271,"CHECKUP",78.1,"Annual Checkup"
"3651000-36047035500",5253,"CHECKUP",77.8,"Annual Checkup"
"3651000-36047035601",2912,"CHECKUP",78.1,"Annual Checkup"
"3651000-36047035602",5271,"CHECKUP",77.8,"Annual Checkup"
"3651000-36047035700",2506,"CHECKUP",76.6,"Annual Checkup"
"3651000-36047035900",5685,"CHECKUP",76.9,"Annual Checkup"
"3651000-36047036001",3217,"CHECKUP",77.9,"Annual Checkup"
"3651000-36047036002",3930,"CHECKUP",79.6,"Annual Checkup"
"3651000-36047036100",2608,"CHECKUP",77.9,"Annual Checkup"
"3651000-36047036200",4204,"CHECKUP",68.2,"Annual Checkup"
"3651000-36047036300",4108,"CHECKUP",77.8,"Annual Checkup"
"3651000-36047036400",2405,"CHECKUP",71.6,"Annual Checkup"
"3651000-36047036501",2624,"CHECKUP",79.3,"Annual Checkup"
"3651000-36047036502",1255,"CHECKUP",73.6,"Annual Checkup"
"3651000-36047036600",4767,"CHECKUP",71.1,"Annual Checkup"
"3651000-36047036700",1305,"CHECKUP",74.9,"Annual Checkup"
"3651000-36047036900",4923,"CHECKUP",75.5,"Annual Checkup"
"3651000-36047037000",4085,"CHECKUP",73.1,"Annual Checkup"
"3651000-36047037100",4120,"CHECKUP",77.9,"Annual Checkup"
"3651000-36047037300",3784,"CHECKUP",77.9,"Annual Checkup"
"3651000-36047037401",4301,"CHECKUP",73.5,"Annual Checkup"
"3651000-36047037402",4573,"CHECKUP",74.9,"Annual Checkup"
"3651000-36047037500",2910,"CHECKUP",75.2,"Annual Checkup"
"3651000-36047037700",3660,"CHECKUP",78.4,"Annual Checkup"
"3651000-36047037900",3706,"CHECKUP",77.8,"Annual Checkup"
"3651000-36047038100",4763,"CHECKUP",78.2,"Annual Checkup"
"3651000-36047038200",5943,"CHECKUP",73.3,"Annual Checkup"
"3651000-36047038300",3931,"CHECKUP",79.4,"Annual Checkup"
"3651000-36047038500",3422,"CHECKUP",78.7,"Annual Checkup"
"3651000-36047038600",3477,"CHECKUP",70.5,"Annual Checkup"
"3651000-36047038700",4010,"CHECKUP",75.4,"Annual Checkup"
"3651000-36047038800",3841,"CHECKUP",71.8,"Annual Checkup"
"3651000-36047038900",2773,"CHECKUP",67.2,"Annual Checkup"
"3651000-36047039000",2282,"CHECKUP",70.9,"Annual Checkup"
"3651000-36047039100",2303,"CHECKUP",68.1,"Annual Checkup"
"3651000-36047039200",2756,"CHECKUP",71.3,"Annual Checkup"
"3651000-36047039300",3549,"CHECKUP",68.9,"Annual Checkup"
"3651000-36047039400",2441,"CHECKUP",70.3,"Annual Checkup"
"3651000-36047039500",3380,"CHECKUP",70.9,"Annual Checkup"
"3651000-36047039600",2126,"CHECKUP",71.1,"Annual Checkup"
"3651000-36047039700",3389,"CHECKUP",74.1,"Annual Checkup"
"3651000-36047039800",2644,"CHECKUP",69.8,"Annual Checkup"
"3651000-36047039900",3823,"CHECKUP",74,"Annual Checkup"
"3651000-36047040000",3069,"CHECKUP",70.8,"Annual Checkup"
"3651000-36047040100",3518,"CHECKUP",72.9,"Annual Checkup"
"3651000-36047040200",2740,"CHECKUP",70.9,"Annual Checkup"
"3651000-36047040300",3538,"CHECKUP",75,"Annual Checkup"
"3651000-36047040400",2551,"CHECKUP",71.1,"Annual Checkup"
"3651000-36047040500",1480,"CHECKUP",74.3,"Annual Checkup"
"3651000-36047040600",3184,"CHECKUP",70.7,"Annual Checkup"
"3651000-36047040800",3566,"CHECKUP",70,"Annual Checkup"
"3651000-36047040900",3752,"CHECKUP",69.1,"Annual Checkup"
"3651000-36047041000",1773,"CHECKUP",73.2,"Annual Checkup"
"3651000-36047041100",3302,"CHECKUP",74,"Annual Checkup"
"3651000-36047041200",2929,"CHECKUP",71.1,"Annual Checkup"
"3651000-36047041300",3822,"CHECKUP",73.1,"Annual Checkup"
"3651000-36047041401",1351,"CHECKUP",69.9,"Annual Checkup"
"3651000-36047041402",1612,"CHECKUP",74.2,"Annual Checkup"
"3651000-36047041500",4064,"CHECKUP",72.5,"Annual Checkup"
"3651000-36047041600",2324,"CHECKUP",69.2,"Annual Checkup"
"3651000-36047041700",3609,"CHECKUP",71.7,"Annual Checkup"
"3651000-36047041800",2359,"CHECKUP",72.6,"Annual Checkup"
"3651000-36047041900",3770,"CHECKUP",70.1,"Annual Checkup"
"3651000-36047042000",1896,"CHECKUP",69.9,"Annual Checkup"
"3651000-36047042100",3920,"CHECKUP",67.8,"Annual Checkup"
"3651000-36047042200",3568,"CHECKUP",69.9,"Annual Checkup"
"3651000-36047042300",4217,"CHECKUP",66.9,"Annual Checkup"
"3651000-36047042400",3666,"CHECKUP",70.4,"Annual Checkup"
"3651000-36047042500",3042,"CHECKUP",66.3,"Annual Checkup"
"3651000-36047042600",4135,"CHECKUP",70.8,"Annual Checkup"
"3651000-36047042700",5074,"CHECKUP",64.3,"Annual Checkup"
"3651000-36047042800",3857,"CHECKUP",73.6,"Annual Checkup"
"3651000-36047042900",5630,"CHECKUP",64.9,"Annual Checkup"
"3651000-36047043000",3333,"CHECKUP",71.7,"Annual Checkup"
"3651000-36047043100",5113,"CHECKUP",65.4,"Annual Checkup"
"3651000-36047043200",4250,"CHECKUP",69.6,"Annual Checkup"
"3651000-36047043300",4064,"CHECKUP",68,"Annual Checkup"
"3651000-36047043400",3433,"CHECKUP",71.7,"Annual Checkup"
"3651000-36047043500",4463,"CHECKUP",68.9,"Annual Checkup"
"3651000-36047043600",4160,"CHECKUP",71.4,"Annual Checkup"
"3651000-36047043700",5240,"CHECKUP",69.3,"Annual Checkup"
"3651000-36047043800",2481,"CHECKUP",71.3,"Annual Checkup"
"3651000-36047043900",3829,"CHECKUP",67.8,"Annual Checkup"
"3651000-36047044000",2880,"CHECKUP",70.2,"Annual Checkup"
"3651000-36047044100",5643,"CHECKUP",66.4,"Annual Checkup"
"3651000-36047044200",2658,"CHECKUP",71.6,"Annual Checkup"
"3651000-36047044300",5557,"CHECKUP",66.1,"Annual Checkup"
"3651000-36047044400",3336,"CHECKUP",70.5,"Annual Checkup"
"3651000-36047044500",4446,"CHECKUP",66.1,"Annual Checkup"
"3651000-36047044600",1909,"CHECKUP",70.1,"Annual Checkup"
"3651000-36047044700",2310,"CHECKUP",65.5,"Annual Checkup"
"3651000-36047044800",1915,"CHECKUP",72.9,"Annual Checkup"
"3651000-36047044900",2932,"CHECKUP",72.2,"Annual Checkup"
"3651000-36047045000",673,"CHECKUP",68.8,"Annual Checkup"
"3651000-36047045200",2701,"CHECKUP",72.2,"Annual Checkup"
"3651000-36047045300",2017,"CHECKUP",64.6,"Annual Checkup"
"3651000-36047045400",1852,"CHECKUP",70.5,"Annual Checkup"
"3651000-36047045600",2357,"CHECKUP",72,"Annual Checkup"
"3651000-36047045800",1490,"CHECKUP",74,"Annual Checkup"
"3651000-36047046000",3729,"CHECKUP",71.5,"Annual Checkup"
"3651000-36047046201",2632,"CHECKUP",73,"Annual Checkup"
"3651000-36047046202",1803,"CHECKUP",69.5,"Annual Checkup"
"3651000-36047046400",2838,"CHECKUP",67.9,"Annual Checkup"
"3651000-36047046800",2054,"CHECKUP",68.2,"Annual Checkup"
"3651000-36047047000",2886,"CHECKUP",69.4,"Annual Checkup"
"3651000-36047047200",3141,"CHECKUP",70.1,"Annual Checkup"
"3651000-36047047400",2969,"CHECKUP",70.1,"Annual Checkup"
"3651000-36047047600",3646,"CHECKUP",70.1,"Annual Checkup"
"3651000-36047047700",3318,"CHECKUP",66.3,"Annual Checkup"
"3651000-36047047800",4848,"CHECKUP",65.9,"Annual Checkup"
"3651000-36047048000",3769,"CHECKUP",68.2,"Annual Checkup"
"3651000-36047048100",2778,"CHECKUP",68.4,"Annual Checkup"
"3651000-36047048200",5331,"CHECKUP",71.5,"Annual Checkup"
"3651000-36047048400",5481,"CHECKUP",69.3,"Annual Checkup"
"3651000-36047048500",2510,"CHECKUP",64.1,"Annual Checkup"
"3651000-36047048600",3568,"CHECKUP",67.6,"Annual Checkup"
"3651000-36047048800",4395,"CHECKUP",70.9,"Annual Checkup"
"3651000-36047048900",4039,"CHECKUP",73.1,"Annual Checkup"
"3651000-36047049000",5899,"CHECKUP",71.3,"Annual Checkup"
"3651000-36047049100",6418,"CHECKUP",72.4,"Annual Checkup"
"3651000-36047049200",3495,"CHECKUP",70.6,"Annual Checkup"
"3651000-36047049300",7625,"CHECKUP",69.2,"Annual Checkup"
"3651000-36047049400",5308,"CHECKUP",73.1,"Annual Checkup"
"3651000-36047049500",2603,"CHECKUP",66.1,"Annual Checkup"
"3651000-36047049600",4513,"CHECKUP",69.2,"Annual Checkup"
"3651000-36047049700",2645,"CHECKUP",66.7,"Annual Checkup"
"3651000-36047049800",4232,"CHECKUP",71.5,"Annual Checkup"
"3651000-36047049900",1753,"CHECKUP",68.3,"Annual Checkup"
"3651000-36047050000",3474,"CHECKUP",72.6,"Annual Checkup"
"3651000-36047050100",2786,"CHECKUP",68.7,"Annual Checkup"
"3651000-36047050202",2201,"CHECKUP",73.4,"Annual Checkup"
"3651000-36047050300",2582,"CHECKUP",67.3,"Annual Checkup"
"3651000-36047050400",4527,"CHECKUP",71.9,"Annual Checkup"
"3651000-36047050500",4163,"CHECKUP",70.2,"Annual Checkup"
"3651000-36047050600",6016,"CHECKUP",72.5,"Annual Checkup"
"3651000-36047050700",2288,"CHECKUP",63.1,"Annual Checkup"
"3651000-36047050801",4080,"CHECKUP",76.5,"Annual Checkup"
"3651000-36047050803",2464,"CHECKUP",75.4,"Annual Checkup"
"3651000-36047050804",6250,"CHECKUP",74,"Annual Checkup"
"3651000-36047050900",3694,"CHECKUP",61.3,"Annual Checkup"
"3651000-36047051001",3926,"CHECKUP",77.4,"Annual Checkup"
"3651000-36047051002",4725,"CHECKUP",77.2,"Annual Checkup"
"3651000-36047051100",3933,"CHECKUP",69.8,"Annual Checkup"
"3651000-36047051200",6398,"CHECKUP",76.3,"Annual Checkup"
"3651000-36047051300",4332,"CHECKUP",66.7,"Annual Checkup"
"3651000-36047051400",7366,"CHECKUP",74.4,"Annual Checkup"
"3651000-36047051500",1372,"CHECKUP",67.2,"Annual Checkup"
